stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1980SN120148,,"Market Buildings",,50.94044532,-1.379791114,,,,,,
1980SN121049,,"Bassett Green Road",,50.942580303,-1.380502857,,,,,,
1980SNA90872,,Greenways,,50.944335518,-1.379127318,,,,,,
1980SN121047,,"BTC Sports Ground",,50.946043744,-1.377492381,,,,,,
1900HA030186,,"Trojans Sports Club",,50.95079971,-1.373816664,,,,,,
1900HA030188,,"St Nicolas Church",,50.953999942,-1.373617072,,,,,,
1900HA030191,,"Concorde Club",,50.956472499,-1.37187533,,,,,,
1900HA030124,,"The Cricketers",,50.961054978,-1.374547464,,,,,,
1900HA030122,,"Avenue Park",,50.961841003,-1.378609344,,,,,,
1900HA030134,,"North Stoneham, Robin Square",,50.963892695,-1.382270118,,,,,,
1900HA030132,,"Nightingale School",,50.964859296,-1.379708311,,,,,,
1900HA030129,,"Linnet Square",,50.963586232,-1.375367878,,,,,,
1900HA030128,,"Nightingale Bridge",,50.963724558,-1.370980153,,,,,,
1900HA030219,,"Spencer Road",,50.964852147,-1.368302016,,,,,,
1900HA030221,,"Tennyson Road",,50.96433319,-1.3638092,,,,,,
1900HA030223,,"Nutbeem Road",,50.963748308,-1.358804756,,,,,,
1900HA030224,,"All Saints Church",,50.963370859,-1.355577527,,,,,,
1900HA030204,,"Campbell Road",,50.96477825,-1.351528094,,,,,,
1900HA030206,,"The Swan Centre",,50.967561648,-1.350763063,,,,,,
1900HAA13442,,"Eastleigh Bus Station [F]",,50.969501821,-1.351989289,,,,,,
1900HA030234,,"Chickenhall Lane",,50.970263658,-1.345085634,,,,,,
1900HAA10029,,"Recreation Ground",,50.970102913,-1.340487789,,,,,,
1900HA030236,,"Bishopstoke, Spring Lane Post Office",,50.971151887,-1.336755742,,,,,,
1900HA030238,,"Hamilton Road",,50.971291548,-1.334432278,,,,,,
1900HA030240,,"West Drive",,50.974198517,-1.333279783,,,,,,
1900HA030247,,"Stoke Park Road, Drake Road",,50.974764139,-1.331548255,,,,,,
1900HA030250,,"Colchester Avenue",,50.973732485,-1.330409382,,,,,,
1900HA030252,,"East Drive",,50.972250664,-1.329177344,,,,,,
1900HA030254,,"Hamilton Road",,50.969676595,-1.328787158,,,,,,
1900HA030259,,"Stoke Park School",,50.966722663,-1.328017988,,,,,,
1900HA030261,,"Fair Oak Road, Welcome Inn",,50.964893336,-1.322675804,,,,,,
1900HA030263,,"Weavills Road",,50.964868746,-1.318446815,,,,,,
1900HA030266,,"Haig Road",,50.965733674,-1.314119294,,,,,,
1900HAA09337,,"Stoke Wood Surgery",,50.965795497,-1.310871548,,,,,,
1900HA030267,,"New Clock Inn",,50.964431571,-1.306804811,,,,,,
1900HA030269,,"New Road",,50.965807149,-1.30524637,,,,,,
1900HA030272,,"Sandy Lane, Victena Road",,50.968334397,-1.303798796,,,,,,
1900HA030273,,"Winchester Road",,50.971797348,-1.302436747,,,,,,
1900HA030283,,"Witt Road",,50.968907461,-1.298876925,,,,,,
1900HA030289,,"Fair Oak Square",,50.964558441,-1.297931317,,,,,,
1900HA030208,,"Eastleigh Bus Station [E]",,50.96966383,-1.352015519,,,,,,
1900HA030207,,"Eastleigh Rail Station",,50.968836757,-1.350436825,,,,,,
1900HA030205,,"Campbell Road",,50.964750721,-1.351428796,,,,,,
1900HA030225,,"All Saints Church",,50.963220739,-1.354984241,,,,,,
1900HA030222,,"Nutbeem Road",,50.963723598,-1.359218051,,,,,,
1900HA030220,,"Tennyson Road",,50.964317842,-1.364293571,,,,,,
1900HA030218,,"Spencer Road",,50.964912173,-1.369426179,,,,,,
1900HA030127,,"Nightingale Bridge",,50.96362087,-1.371764742,,,,,,
1900HA030130,,"Linnet Square",,50.963627294,-1.376321395,,,,,,
1900HA030131,,"Nightingale School",,50.964748597,-1.379182899,,,,,,
1900HA030133,,"North Stoneham, Robin Square",,50.963981559,-1.382069581,,,,,,
1900HA030123,,"Avenue Park",,50.961646492,-1.377543998,,,,,,
1900HA030125,,"The Cricketers",,50.961113573,-1.373735052,,,,,,
1900HA030190,,"Concorde Club",,50.956147954,-1.371723091,,,,,,
1900HA030189,,"St Nicolas Church",,50.953990416,-1.373517542,,,,,,
1900HA030187,,"Trojans Sports Club",,50.950538643,-1.373763228,,,,,,
1980SN121051,,"BTC Sports Ground",,50.945995546,-1.377442065,,,,,,
1980SN121050,,Greenways,,50.943832583,-1.379247884,,,,,,
1980SN121048,,"Bassett Green Road",,50.942579473,-1.380346301,,,,,,
1980SN120149,,"Market Buildings",,50.940615786,-1.379717684,,,,,,
1980SN120151,,"Swaythling McDonald's",,50.938549484,-1.380086735,,,,,,
1980HA120154,,"Woodmill Lane",,50.93580199,-1.380877508,,,,,,
1980SN120158,,"Mayfield Road",,50.93390401,-1.382468078,,,,,,
1980SN120287,,"Sirdar Road",,50.932706169,-1.383821588,,,,,,
1980SN120300,,"Bowden Lane",,50.929143386,-1.385191963,,,,,,
1980SN120285,,"Portswood Sainsbury's [PJ]",,50.92714573,-1.390084488,,,,,,
1980SN12275A,,"Portswood Broadway [PB]",,50.926212116,-1.39211712,,,,,,
1980SN120415,,"Portswood Waitrose [PC]",,50.923716835,-1.39473905,,,,,,
1980SN120412,,"Spring Crescent",,50.920905331,-1.395344582,,,,,,
1980SN120408,,"Cedar Road",,50.919234678,-1.399207311,,,,,,
1900HA030292,,"Dean Road",,50.96315293,-1.303491741,,,,,,
1900HA030268,,"New Clock Inn",,50.963996593,-1.306241684,,,,,,
1900HAA09338,,"Stoke Wood Surgery",,50.965669027,-1.310773735,,,,,,
1900HA030265,,"Haig Road",,50.965628699,-1.314619256,,,,,,
1900HA030264,,"Weavills Road",,50.964989892,-1.317633348,,,,,,
1900HA030262,,"Fair Oak Road, Welcome Inn",,50.964692877,-1.322223032,,,,,,
1900HA030260,,"Alan Drayton Way",,50.966290462,-1.326358065,,,,,,
1900HAA10023,,"Stoke Park School",,50.966804079,-1.328102259,,,,,,
1900HA030253,,"Hamilton Road",,50.969866401,-1.328955324,,,,,,
1900HA030251,,"East Drive",,50.972494175,-1.32930202,,,,,,
1900HA030249,,"Colchester Avenue",,50.973707305,-1.330723089,,,,,,
1900HA030248,,"Stoke Park Road, Drake Road",,50.974720728,-1.331819499,,,,,,
1900HA030239,,"West Drive",,50.973517506,-1.333702574,,,,,,
1900HA030237,,"Hamilton Road",,50.971058007,-1.334478341,,,,,,
1900HA030235,,"Bishopstoke, Riverside",,50.969794224,-1.336789311,,,,,,
1900HAA10028,,"Recreation Ground",,50.970013238,-1.340531783,,,,,,
1900HA030233,,"Barton Park",,50.970101346,-1.346611789,,,,,,
1980SN120034,,"Bassett Green Road, Leaside Way",,50.943405568,-1.381815622,,,,,,
1900HA030337,,"Hedge End Superstores",,50.920525766,-1.312109288,,,,,,
1900HA030338,,"Hedge End Trade Park",,50.923759399,-1.313014876,,,,,,
1900HA030340,,"Hamilton Way",,50.92384412,-1.307564419,,,,,,
1900HA030314,,"Westward Road",,50.921375632,-1.303773996,,,,,,
1900HA030312,,"Wildern School",,50.918642967,-1.303815045,,,,,,
1900HA030310,,"Ratcliffe Road",,50.916102256,-1.303141388,,,,,,
1900HA030307,,"Hedge End, Freegrounds Avenue",,50.912420745,-1.304049799,,,,,,
1900HA030406,,"Recreation Ground",,50.910152361,-1.305178825,,,,,,
1900HA030403,,"Alexandra Road",,50.906692626,-1.307093454,,,,,,
1900HA030401,,"Foord Road",,50.904866657,-1.30852852,,,,,,
1900HA030414,,"Upper St Helens Road",,50.904145773,-1.306761482,,,,,,
1900HA030415,,"Sherwood Avenue",,50.903514877,-1.303499901,,,,,,
1900HAA91972,,"Barnfield Way",,50.902914783,-1.300892127,,,,,,
1900HA030417,,"Cranbourne Park",,50.905128961,-1.296734597,,,,,,
1900HA030419,,Ambleside,,50.907279272,-1.292449634,,,,,,
1900HA030421,,"Oaklands Estate, Sovereign Drive",,50.909682751,-1.291374902,,,,,,
1900HA030424,,"Marls Road",,50.913204212,-1.290780917,,,,,,
1900HA030425,,"Tripps End Caravan Park",,50.915165089,-1.290864925,,,,,,
1900HAA10020,,"Maypole Roundabout",,50.916189997,-1.288622371,,,,,,
1900HA030444,,"Brook Cottages",,50.915896112,-1.283926102,,,,,,
1900HA030441,,"Brook Lane",,50.916233968,-1.278913578,,,,,,
1900HA030436,,"Botley School",,50.915064017,-1.274408088,,,,,,
1900HA030439,,"Botley Square",,50.914387614,-1.271203788,,,,,,
1900HAA91311,,"Uplands Farm",,50.91934669,-1.274768297,,,,,,
1900HA030545,,"Oatlands Road",,50.925460627,-1.278970195,,,,,,
1900HA030547,,"Boorley Green, Pear Tree",,50.928684935,-1.281239725,,,,,,
1900HAA92112,,"Boorley Park Primary School",,50.928649983,-1.274769967,,,,,,
1900HAA92159,,"Braxells Road",,50.930569985,-1.27916003,,,,,,
1900HAA91899,,"Morant Crescent",,50.934429989,-1.281769965,,,,,,
1900HA030553,,"Shamblehurst Lane North",,50.939360026,-1.289194973,,,,,,
1900HAA40464,,"Denhams Corner",,50.943228957,-1.293555399,,,,,,
1900HA030461,,"The Brigadier Gerard",,50.947369696,-1.295741774,,,,,,
1900HA030459,,"Dumpers Drove",,50.950003216,-1.295531164,,,,,,
1900HA030297,,"Horton Heath Crossroads",,50.954459029,-1.294794682,,,,,,
1900HA030296,,"Daisy Fields",,50.957877134,-1.294956536,,,,,,
1900HA030293,,"Wyvern School",,50.960055425,-1.295308029,,,,,,
1900HAA91866,,"Mitre Copse",,50.967124155,-1.318157486,,,,,,
1900HAA10109,,"Manor Farm Close",,50.96662327,-1.32950046,,,,,,
1900HAA10107,,"The River Inn",,50.969303417,-1.335870596,,,,,,
1900HA030212,,"Eastleigh Bus Station [A]",,50.970301925,-1.351949677,,,,,,
1980SN121003,,"Southampton, Bargate Street [BL]",,50.902728442,-1.405250373,,,,,,
1980SN120553,,"ASDA & Marlands [AJ]",,50.905990887,-1.406659487,,,,,,
1980SNA19559,,"Civic Centre [AN]",,50.907040482,-1.406162585,,,,,,
1980SNA40401,,"Park Walk [AH]",,50.906991037,-1.403517827,,,,,,
1980SN12544B,,"Solent University [IE]",,50.907427685,-1.399231233,,,,,,
1980SN120548,,"Brintons Road",,50.907986597,-1.394274502,,,,,,
1980SN120558,,"Britannia Road",,50.909663858,-1.389985744,,,,,,
1980SN12550B,,"Northam, Princes Street",,50.912360067,-1.387973357,,,,,,
1980HA120416,,"Quayside Road",,50.91743496,-1.383439948,,,,,,
1980HA120419,,"Rampart Road",,50.918105561,-1.379319802,,,,,,
1980SNA90865,,"Bullar Road",,50.917667785,-1.37441019,,,,,,
1980SN120870,,"Midanbury Lane",,50.916988416,-1.370529027,,,,,,
1980SN120871,,"Little Lances Hill",,50.915209258,-1.364137528,,,,,,
1980SN12921C,,"Lances Hill [BC]",,50.914651376,-1.362423918,,,,,,
1980SN12921A,,"Bitterne Shops [BD]",,50.915131806,-1.361478505,,,,,,
1980SN120457,,"Bitterne Leisure Centre",,50.91489072,-1.356872922,,,,,,
1980SN120459,,"Bath Road",,50.914627502,-1.349934814,,,,,,
1980SN120792,,"Mon Crescent",,50.914656911,-1.345538917,,,,,,
1980SN120789,,"Thornhill Park, The Bittern",,50.914649268,-1.33780069,,,,,,
1980SN120778,,"Thornhill Avenue",,50.914819584,-1.334540764,,,,,,
1980HA121057,,"Moorhill Gardens",,50.914679539,-1.328923928,,,,,,
1900HA030331,,"Goodlands Vale",,50.914694077,-1.312863801,,,,,,
1900HA030334,,"Turnpike Way",,50.918264034,-1.306765195,,,,,,
1900HA030335,,"Berrywood Gardens",,50.919524757,-1.308581673,,,,,,
1900HAA10106,,"The River Inn",,50.969130996,-1.33527904,,,,,,
1900HAA10108,,"Manor Farm Close",,50.966721769,-1.329427839,,,,,,
1900HAA91864,,"Alan Drayton Way",,50.966448862,-1.325757665,,,,,,
1900HAA91865,,"Mitre Copse",,50.967310902,-1.317798729,,,,,,
1900HA030291,,"Shorts Road",,50.963986839,-1.301585361,,,,,,
1900HA030290,,"Fair Oak Square",,50.964630888,-1.298015666,,,,,,
1900HA030294,,"Wyvern School",,50.960000531,-1.295152233,,,,,,
1900HA030295,,"Daisy Fields",,50.957461715,-1.294663823,,,,,,
1900HA030298,,"Horton Heath Crossroads",,50.953667164,-1.294707005,,,,,,
1900HA030460,,"Dumpers Drove",,50.94973278,-1.295421366,,,,,,
1900HA030462,,"The Brigadier Gerard",,50.946901702,-1.29567767,,,,,,
1900HAA91574,,"Denhams Corner",,50.943326832,-1.293383113,,,,,,
1900HA030554,,"Shamblehurst Lane North",,50.939389982,-1.289122927,,,,,,
1900HAA91898,,"Morant Crescent",,50.934539972,-1.280849946,,,,,,
1900HAA92160,,"Braxells Road",,50.930610037,-1.27901996,,,,,,
1900HAA92111,,"Boorley Park Primary School",,50.928539993,-1.273350042,,,,,,
1900HA030548,,"Boorley Green, Pear Tree",,50.928765071,-1.281110428,,,,,,
1900HA030546,,"Oatlands Road",,50.926145965,-1.27939599,,,,,,
1900HA030440,,"Uplands Farm",,50.919128505,-1.274387578,,,,,,
1900HA030438,,"Botley Square",,50.914282465,-1.271646399,,,,,,
1900HA030437,,"Botley School",,50.915011393,-1.274622281,,,,,,
1900HA030442,,"Brook Lane",,50.916217653,-1.279184113,,,,,,
1900HA030443,,"Brook Cottages",,50.915819642,-1.283187561,,,,,,
1900HA030445,,"Maypole Roundabout",,50.916219798,-1.289810448,,,,,,
1900HA030426,,"Tripps End Caravan Park",,50.915434753,-1.290846603,,,,,,
1900HA030423,,"Marls Road",,50.912888812,-1.290671914,,,,,,
1900HA030422,,"Oaklands Estate, Sovereign Drive",,50.909835006,-1.291273027,,,,,,
1900HA030420,,Ambleside,,50.907430752,-1.292219775,,,,,,
1900HA030418,,"Cranbourne Park",,50.905100187,-1.296436368,,,,,,
1900HAA91973,,"Barnfield Way",,50.90290601,-1.30011805,,,,,,
1900HA030416,,"Sherwood Avenue",,50.903269895,-1.303133798,,,,,,
1900HA030413,,"Upper St Helens Road",,50.904188655,-1.307927026,,,,,,
1900HA030402,,"Foord Road",,50.904902961,-1.30858487,,,,,,
1900HA030404,,"Alexandra Road",,50.907337751,-1.306699869,,,,,,
1900HA030405,,"Recreation Ground",,50.909812199,-1.30543991,,,,,,
1900HA030306,,"Hedge End, Freegrounds Avenue",,50.913075698,-1.303798219,,,,,,
1900HA030305,,"Hedge End Budgens",,50.913958411,-1.304041099,,,,,,
1900HA030311,,"Wildern School",,50.917765126,-1.30301698,,,,,,
1900HA030313,,"Willow Mead",,50.919788762,-1.304580124,,,,,,
1900HA030315,,"Westward Road",,50.921331776,-1.3039596,,,,,,
1900HA030341,,"Hamilton Way",,50.923736051,-1.307537567,,,,,,
1900HA030339,,"Hedge End Trade Park",,50.924411189,-1.312222747,,,,,,
1900HA030336,,"Berrywood Gardens",,50.919624171,-1.308665558,,,,,,
1900HA030333,,"Turnpike Way",,50.917993607,-1.306655404,,,,,,
1900HA030332,,"Goodlands Vale",,50.914675675,-1.312792947,,,,,,
1980HA121056,,"Moorhill Gardens",,50.914690573,-1.329279391,,,,,,
1980SN120779,,"Thornhill Avenue",,50.91469702,-1.335125732,,,,,,
1980SN120780,,"Thornhill Park, The Bittern",,50.914555435,-1.338698187,,,,,,
1980SN120790,,"Mon Crescent",,50.914573433,-1.345084892,,,,,,
1980SN120577,,"Bath Road",,50.914558179,-1.350405199,,,,,,
1980SN120474,,"Bitterne Library",,50.914515786,-1.355740101,,,,,,
1980SN120576,,"Bitterne Leisure Centre",,50.915021067,-1.35768195,,,,,,
1980SNA90798,,"Bitterne Shops [BA]",,50.915138932,-1.361137007,,,,,,
1980SN120431,,"Midanbury Lane",,50.916927389,-1.370885489,,,,,,
1980HA120420,,"Bullar Road",,50.917646619,-1.375883268,,,,,,
1980HA120418,,"Rampart Road",,50.917921943,-1.380303828,,,,,,
1980HA120417,,"Quayside Road",,50.916753456,-1.383804587,,,,,,
1980SN120551,,"Northam, Princes Street",,50.911102771,-1.388288538,,,,,,
1980SNA09318,,"Britannia Road",,50.909412011,-1.389974811,,,,,,
1980SN120547,,"Brintons Road",,50.907770719,-1.39426308,,,,,,
1980SN120545,,"Solent University [IA]",,50.907125251,-1.399875139,,,,,,
1980SN120533,,"New Road",,50.906847166,-1.403519665,,,,,,
1980SN12532B,,"Above Bar [AB]",,50.905655236,-1.404317105,,,,,,
1980SN12618B,,"Southampton, Vincents Walk [CH]",,50.904108543,-1.40255913,,,,,,
1980HAA13371,,"Southampton, Vincents Walk [CM]",,50.903965691,-1.40276006,,,,,,
1980SN12617B,,"Above Bar [AF]",,50.906375965,-1.404578136,,,,,,
1980SN12441A,,"Art Gallery [HF]",,50.908803545,-1.40626817,,,,,,
1980SN120518,,"Southampton Central Station [SB]",,50.908423845,-1.412986228,,,,,,
1980SN120516,,"Four Post Hill",,50.90926326,-1.417199964,,,,,,
1980SN120501,,"Sir Georges Road",,50.910814116,-1.419840432,,,,,,
1980SN120498,,"Paynes Road",,50.913894734,-1.422703969,,,,,,
1980SNA09572,,"St Mark's School",,50.915903844,-1.425296563,,,,,,
1980SN120380,,"Grove Road",,50.917505542,-1.427339571,,,,,,
1980SN120377,,"Shirley Lidl",,50.92043755,-1.431116325,,,,,,
1980SN120371,,"Church Street [SA]",,50.921975857,-1.433089364,,,,,,
1980SN12368B,,"Shirley Precinct [SG]",,50.923460111,-1.435048959,,,,,,
1980SN120217,,"Grange Road",,50.925232459,-1.438954446,,,,,,
1980SN120207,,"Arliss Road",,50.926953233,-1.443387302,,,,,,
1980SN120204,,"Maybush Court",,50.927850069,-1.444771032,,,,,,
1980SN121045,,"Maybush Corner",,50.931528381,-1.448654732,,,,,,
1980SN121044,,"Green Lane",,50.93495152,-1.451844716,,,,,,
1980SNA09323,,"Lower Brownhill Road",,50.935971944,-1.452757762,,,,,,
1980SN120056,,"Mercury Close",,50.937170054,-1.451292074,,,,,,
1980SN120057,,"Gemini Close",,50.937690801,-1.449208098,,,,,,
1980SN120049,,"Lordshill Library [LE]",,50.939780077,-1.449852354,,,,,,
1980SN120050,,"Andromeda Road",,50.940188355,-1.452537502,,,,,,
1980SN120051,,"Oasis Academy",,50.940921422,-1.457396527,,,,,,
1900HA100808,,"Nursling, The Balmoral",,50.945093671,-1.461233894,,,,,,
1900HA100801,,"Rownhams Way",,50.94923226,-1.455862047,,,,,,
1900HA100799,,"St Johns Church",,50.95086328,-1.454661435,,,,,,
1900HA100798,,"Routs Way",,50.95359529,-1.454302034,,,,,,
1900HA100794,,"Rownhams, M27 Road Bridge",,50.957154747,-1.452053507,,,,,,
1900HA100791,,"Kiln Farm Riding School",,50.963531403,-1.446553194,,,,,,
1900HAA09308,,"Packridge Lane",,50.966115459,-1.445340539,,,,,,
1900HA100788,,"Meadow Close",,50.97097295,-1.443787301,,,,,,
1900HA100786,,"Tanners Road",,50.972312562,-1.441848579,,,,,,
1900HA100783,,"St John's Court",,50.973664933,-1.438827135,,,,,,
1900HA100781,,"North Baddesley, Fleming Avenue Shops",,50.976684209,-1.438377693,,,,,,
1900HA100760,,"Brownhill Road",,50.974983414,-1.441873551,,,,,,
1900HA100759,,"Brook Close",,50.973126745,-1.444758574,,,,,,
1900HA100757,,"St Christophers Close",,50.973618995,-1.446162748,,,,,,
1900HA100756,,"North Baddesley, The Bede's Lea",,50.976128011,-1.447790017,,,,,,
1900HA100753,,"Crescent Road",,50.978590596,-1.4497217,,,,,,
1900HA100751,,"St Andrew's Close",,50.981706098,-1.452519705,,,,,,
1900HAA09189,,"Scrag Hill",,50.983542763,-1.45491991,,,,,,
1900HA100239,,"Whitenap, Luzborough Roundabout",,50.985995207,-1.466074793,,,,,,
1900HA100238,,"Halterworth Lane",,50.986705024,-1.46989905,,,,,,
1900HA100229,,"Chambers Avenue",,50.987694266,-1.475900075,,,,,,
1900HA100227,,"Tadburn Road",,50.988581667,-1.483341473,,,,,,
1900HA100053,,"Abbey Lodge",,50.990368443,-1.488864094,,,,,,
1900HA100055,,"Alma Road",,50.989365589,-1.491909848,,,,,,
1900HA100057,,"The Hundred",,50.988535777,-1.495480746,,,,,,
1900HA100220,,"Romsey Bus Station [A]",,50.988340677,-1.498204096,,,,,,
1900HA100056,,"The Hundred",,50.988647994,-1.494396727,,,,,,
1900HA100054,,"Alma Road",,50.989606573,-1.491494035,,,,,,
1900HA100052,,"Abbey Lodge",,50.990493457,-1.48866325,,,,,,
1900HA100221,,"Tadfield Road",,50.990289519,-1.487269194,,,,,,
1900HA100228,,"Tadburn Road",,50.988660767,-1.482927421,,,,,,
1900HA100230,,"Chambers Avenue",,50.987727165,-1.475215842,,,,,,
1900HA100231,,"Halterworth Lane",,50.987242835,-1.471502837,,,,,,
1900HA100240,,"Whitenap, Luzborough Roundabout",,50.98590933,-1.464993037,,,,,,
1900HAA09186,,"Scrag Hill",,50.983724261,-1.455273934,,,,,,
1900HA100752,,"St Andrew's Close",,50.981280744,-1.451940653,,,,,,
1900HA100754,,"Crescent Road",,50.978309836,-1.449297689,,,,,,
1900HA100755,,"North Baddesley, The Bede's Lea",,50.975666012,-1.447377591,,,,,,
1900HA100758,,"St Christophers Close",,50.973501223,-1.445978991,,,,,,
1900HA100790,,"Brook Close",,50.973850344,-1.443752947,,,,,,
1900HA100761,,"The Vineyards",,50.976340772,-1.439891662,,,,,,
1900HA100782,,"North Baddesley, Fleming Avenue Shops",,50.976538491,-1.437994869,,,,,,
1900HA100784,,"St John's Court",,50.973808006,-1.438359954,,,,,,
1900HA100785,,"Tanners Road",,50.972633888,-1.441346241,,,,,,
1900HA100787,,"Meadow Close",,50.97107814,-1.443216363,,,,,,
1900HAA09309,,"Packridge Lane",,50.965881062,-1.445215165,,,,,,
1900HA100792,,"Kiln Farm Riding School",,50.96324454,-1.446741716,,,,,,
1900HA100793,,"Rownhams, M27 Road Bridge",,50.957235073,-1.451924423,,,,,,
1900HA100797,,"Routs Way",,50.953972351,-1.454169489,,,,,,
1900HA100800,,"St Johns Church",,50.950629822,-1.454735345,,,,,,
1900HA100802,,"Rownhams Way",,50.948453011,-1.456525957,,,,,,
1900HA100807,,"Nursling, The Balmoral",,50.945210303,-1.46117561,,,,,,
1980SN121043,,"Oasis Academy",,50.941435151,-1.457646744,,,,,,
1980SN120043,,"Andromeda Road",,50.940387177,-1.452748658,,,,,,
1980SN120048,,"Lordshill Library [LD]",,50.939824299,-1.449695275,,,,,,
1980SN120059,,"Gemini Close",,50.937521899,-1.449622815,,,,,,
1980SN121046,,"Lower Brownhill Road",,50.936124873,-1.452770199,,,,,,
1980SN120062,,"Green Lane",,50.934354779,-1.451154417,,,,,,
1980SN120196,,"Maybush Corner",,50.930561204,-1.447598935,,,,,,
1980SN120203,,"Maybush Court",,50.928265793,-1.445207183,,,,,,
1980SN120208,,"Arliss Road",,50.927269306,-1.443668106,,,,,,
1980SN120216,,"Grange Road",,50.925432398,-1.439393114,,,,,,
1980SN120367,,"Shirley Precinct [SI]",,50.923567326,-1.434905386,,,,,,
1980SN120372,,"Church Street [SJ]",,50.921504478,-1.432312609,,,,,,
1980SN120376,,"Shirley Lidl",,50.919929912,-1.430283153,,,,,,
1980SN12367B,,"Shirley McDonalds",,50.918907366,-1.428972603,,,,,,
1980SN120381,,"Grove Road",,50.917052038,-1.426548502,,,,,,
1980SN120496,,"Paynes Road",,50.914744258,-1.42356118,,,,,,
1980SN120499,,"Sir Georges Road",,50.912013218,-1.420465613,,,,,,
1980SN120515,,"Four Post Hill",,50.90964319,-1.417650368,,,,,,
1980SNA09196,,"Southampton Central Station [SD]",,50.908378099,-1.412830351,,,,,,
1980SN120526,,"SeaCity Museum [AM]",,50.907822089,-1.407788263,,,,,,
1900HA030211,,"Eastleigh Bus Station [B]",,50.970122407,-1.352009141,,,,,,
1900HA030202,,"Derby Road",,50.962268777,-1.353043913,,,,,,
1900HA030197,,"Doncaster Road",,50.960556841,-1.355687633,,,,,,
1900HA030194,,"Eastleigh College",,50.960568253,-1.361041297,,,,,,
1900HA030192,,"Chestnut Avenue, Barton Peveril College",,50.96114057,-1.365404841,,,,,,
1900HAA90913,,"Monks Way",,50.961313244,-1.369061941,,,,,,
1900HAA10110,,"Cedar Road",,50.962535577,-1.370611735,,,,,,
1900HA030121,,"Falkland Road",,50.965397271,-1.38622323,,,,,,
1900HAA90985,,"B&Q House",,50.966916106,-1.387769712,,,,,,
1900HAA91312,,"Chestnut Avenue, Asda",,50.969197211,-1.388921783,,,,,,
1900HA030004,,"Hampshire Corporate Park",,50.970200405,-1.39507533,,,,,,
1900HAA09188,,"School Lane",,50.973222656,-1.399241823,,,,,,
1900HA100004,,"Templars Way, Castle Lane",,50.97479257,-1.403248275,,,,,,
1900HA100767,,"Misslebrook Lane",,50.975469062,-1.425188708,,,,,,
1900HA100764,,"North Baddesley Schools",,50.976613368,-1.434874584,,,,,,
1900HA100762,,"North Baddesley, Boots Pharmacy",,50.97755402,-1.437868664,,,,,,
1900HA030148,,"Boyatt Wood, Arundel Road",,50.984759616,-1.354825682,,,,,,
1900HA030151,,"Chatsworth Road",,50.981832989,-1.354082732,,,,,,
1900HA030153,,"Royston Avenue",,50.981470734,-1.356879832,,,,,,
1900HA030146,,"Broadlands Avenue",,50.982746707,-1.35834376,,,,,,
1900HA030137,,"Launceston Drive",,50.979630275,-1.362346729,,,,,,
1900HA030168,,"Shakespeare Road, The Arrow",,50.977579819,-1.36066551,,,,,,
1900HAA90987,,"Selborne Drive",,50.977044637,-1.35818017,,,,,,
1900HA030166,,"Arthur Road",,50.975940198,-1.353580465,,,,,,
1900HA030164,,"Stratford Place",,50.974652014,-1.351547322,,,,,,
1900HA100763,,"North Baddesley Schools",,50.976957605,-1.43539743,,,,,,
1900HA100766,,"Misslebrook Lane",,50.975540856,-1.425159335,,,,,,
1900HA100003,,"Templars Way, Castle Lane",,50.974781614,-1.402863849,,,,,,
1900HAA09187,,"School Lane",,50.972892104,-1.398474277,,,,,,
1900HA030003,,"Hampshire Corporate Park",,50.970134365,-1.394478032,,,,,,
1900HAA13773,,"Chestnut Avenue, Asda",,50.968303673,-1.388292647,,,,,,
1900HA030120,,"Falkland Road",,50.965422975,-1.385980805,,,,,,
1900HAA10111,,"Cedar Road",,50.962444432,-1.370385135,,,,,,
1900HAA90912,,"Monks Way",,50.961406082,-1.369601772,,,,,,
1900HA030193,,"Chestnut Avenue, Barton Peveril College",,50.961174371,-1.365005687,,,,,,
1900HA030195,,"Eastleigh College",,50.960974859,-1.359754211,,,,,,
1900HA030196,,"Doncaster Road",,50.960777114,-1.356496208,,,,,,
1900HA030203,,"Derby Road",,50.962511159,-1.352969351,,,,,,
1900HA030209,,"Eastleigh Bus Station [D]",,50.969816689,-1.352013393,,,,,,
1900HA100134,,"Shootash Crossroads",,50.997824742,-1.548219834,,,,,,
1900HA100131,,"Newtown Corner",,51.002834361,-1.567482296,,,,,,
1900HA100128,,"Hatchet Inn",,50.999696894,-1.585082632,,,,,,
1900HA100127,,"Sherfield English Post Office",,51.001696121,-1.596195126,,,,,,
4600WIA12302,,"Greenways Cottage",,51.009517627,-1.6310347,,,,,,
4600WIA12300,,"Meadow Court",,51.01174042,-1.640239689,,,,,,
4600WIA12298,,"Village Hall",,51.012901106,-1.646360271,,,,,,
4600HA140020,,"Whiteparish Church",,51.011377639,-1.651090025,,,,,,
4600WIA12307,,"Whiteparish Primary School",,51.008201911,-1.650600713,,,,,,
4600WIA12309,,"Brympton Riding Stables",,51.005129769,-1.648671195,,,,,,
4600WIA12311,,"Barters Farm",,51.000892049,-1.644912385,,,,,,
4600WIA12316,,"Landford Wood",,50.992787118,-1.643962538,,,,,,
